pathways	n_tested	terms	rawp	FDR_BY	STANDARD_NAME	SYSTEMATIC_NAME	EXTERNAL_DETAILS_URL	CHIP	CATEGORY_CODE	SUB_CATEGORY_CODE	CONTRIBUTOR	CONTRIBUTOR_ORG	DESCRIPTION_BRIEF	ID
path737	6	REACTOME_SODIUM_PROTON_EXCHANGERS	0.002974303075113943	0.04452889238579431	REACTOME_SODIUM_PROTON_EXCHANGERS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1355	76	REACTOME_RHOA_GTPASE_CYCLE	0.002981904549296101	0.04459017477354071	REACTOME_RHOA_GTPASE_CYCLE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path960	20	REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	0.002988096342677945	0.04460015032912441	REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1340	16	REACTOME_PLASMA_LIPOPROTEIN_REMODELING	0.002989589466042657	0.04460015032912441	REACTOME_PLASMA_LIPOPROTEIN_REMODELING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path650	34	REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	0.0030571689839177054	0.045554866306689895	REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path330	19	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	0.003083842631094243	0.045898521897927085	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	M1926	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_11041	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_11041
path443	8	REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	0.0030887947146746773	0.04591845778899071	REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1530	44	REACTOME_PARASITE_INFECTION	0.0031629505370248867	0.046965937779614504	REACTOME_PARASITE_INFECTION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path988	27	REACTOME_RAF_ACTIVATION	0.0031901261478893845	0.047314188699429986	REACTOME_RAF_ACTIVATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path845	48	REACTOME_O_LINKED_GLYCOSYLATION	0.0031975677930611013	0.047369285690748913	REACTOME_O_LINKED_GLYCOSYLATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path552	6	REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA	0.003203253448469249	0.04739827116790455	REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA	NA	NA	NA	NA	NA	NA	NA	NA	NA
path750	7	REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING	0.0032114512723443074	0.04746431835828723	REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1573	8	REACTOME_NEGATIVE_REGULATION_OF_FLT3	0.0032554890201528046	0.048059300590557436	REACTOME_NEGATIVE_REGULATION_OF_FLT3	NA	NA	NA	NA	NA	NA	NA	NA	NA
path525	12	REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	0.003266603319939988	0.04816743234097822	REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path894	37	REACTOME_ION_HOMEOSTASIS	0.0032715370253794084	0.04818428365050971	REACTOME_ION_HOMEOSTASIS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path424	4	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	0.0032858507830816276	0.0482563401109751	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1507	12	REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS	0.003286067505762401	0.0482563401109751	REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1439	11	REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS	0.0032878190695470578	0.0482563401109751	REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1208	15	REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	0.0032964659702387025	0.04832744798683596	REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	M14690	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_1473	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Mitochondrial Fatty Acid Beta-Oxidation	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_1473
path1199	27	REACTOME_TNF_SIGNALING	0.0033092774287666526	0.04845937568667453	REACTOME_TNF_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1580	5	REACTOME_REGULATION_OF_BACH1_ACTIVITY	0.003319305522157948	0.048550288474299735	REACTOME_REGULATION_OF_BACH1_ACTIVITY	NA	NA	NA	NA	NA	NA	NA	NA	NA
path744	4	REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS	0.0033591180657096724	0.049076137967989694	REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path990	13	REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER	0.003388707326007885	0.04945159106933284	REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1221	9	REACTOME_REGULATION_OF_IFNG_SIGNALING	0.0034590304698811462	0.05041993313941113	REACTOME_REGULATION_OF_IFNG_SIGNALING	M942	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_24980	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Regulation of IFNG signaling	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_24980
path1460	9	REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.0034794557550601006	0.05065956279228332	REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	M970	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_25148	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_25148
path699	39	REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	0.0035249874538368898	0.05126376576353801	REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path494	15	REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION	0.003563926625538548	0.05177082238657531	REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path527	24	REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	0.0035939088315316567	0.0521467579150868	REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path646	17	REACTOME_CTLA4_INHIBITORY_SIGNALING	0.0036067721189035713	0.0522562569819045	REACTOME_CTLA4_INHIBITORY_SIGNALING	M5876	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_19405	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in CTLA4 inhibitory signaling	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_19405
path1453	8	REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	0.0036096779121432073	0.0522562569819045	REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	M953	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_25026	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in TRAF3-dependent IRF activation pathway	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_25026
path347	19	REACTOME_METABOLISM_OF_STEROID_HORMONES	0.0036279084010177485	0.05241531680743377	REACTOME_METABOLISM_OF_STEROID_HORMONES	NA	NA	NA	NA	NA	NA	NA	NA	NA
path378	49	REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.0036289127327873306	0.05241531680743377	REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	M539	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_11235	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in trans-Golgi Network Vesicle Budding	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_11235
path1372	10	REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	0.0037985235847439545	0.0548028673109175	REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	NA	NA	NA	NA	NA	NA	NA	NA	NA
path641	12	REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES	0.0038297064179701377	0.05519011006739019	REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES	NA	NA	NA	NA	NA	NA	NA	NA	NA
path349	11	REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE	0.0038627008929270254	0.05553965500201809	REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path835	11	REACTOME_SIGNALING_BY_CTNNB1_PHOSPHO_SITE_MUTANTS	0.0038627008929270254	0.05553965500201809	REACTOME_SIGNALING_BY_CTNNB1_PHOSPHO_SITE_MUTANTS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path681	22	REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	0.003911849527794348	0.0561827810514423	REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	M7223	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_18307	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Trafficking of AMPA receptors	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_18307
path572	7	REACTOME_GLYCOGEN_SYNTHESIS	0.003977126588381856	0.057039300397458276	REACTOME_GLYCOGEN_SYNTHESIS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path948	20	REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2	0.003980461679366747	0.057039300397458276	REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1301	4	REACTOME_RUNX2_REGULATES_CHONDROCYTE_MATURATION	0.0040401355154891065	0.057829219328896245	REACTOME_RUNX2_REGULATES_CHONDROCYTE_MATURATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path920	1	REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM	0.004055509227556612	0.05798397650020766	REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1320	4	REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION	0.004099266776013673	0.05849669354790662	REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path690	12	REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	0.004100574060863037	0.05849669354790662	REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	M928	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_23974	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Incretin Synthesis, Secretion, and Inactivation	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_23974
path1333	7	REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM	0.004248387114018614	0.06053737582698219	REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM	NA	NA	NA	NA	NA	NA	NA	NA	NA
path600	45	REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	0.004280478818840073	0.06085924620072626	REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	M797	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_18372	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Class B/2 (Secretin family receptors)	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_18372
path710	74	REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.004280551485156655	0.06085924620072626	REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	M4904	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_19327	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in G alpha (s) signalling events	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_19327
path452	5	REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES	0.004299016699057409	0.06105348507089513	REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES	NA	NA	NA	NA	NA	NA	NA	NA	NA
path667	2	REACTOME_LEUKOTRIENE_RECEPTORS	0.004402609238910402	0.06245489660104593	REACTOME_LEUKOTRIENE_RECEPTORS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1200	155	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.004455790123595092	0.06308060448586829	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	M1077	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_798	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Platelet activation, signaling and aggregation	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_798
path741	6	REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	0.004456642734170403	0.06308060448586829	REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1017	4	REACTOME_SENSING_OF_DNA_DOUBLE_STRAND_BREAKS	0.004487957360712764	0.06345318016956521	REACTOME_SENSING_OF_DNA_DOUBLE_STRAND_BREAKS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1553	18	REACTOME_FLT3_SIGNALING_IN_DISEASE	0.004595513505002763	0.06490167420349584	REACTOME_FLT3_SIGNALING_IN_DISEASE	NA	NA	NA	NA	NA	NA	NA	NA	NA
path422	8	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS	0.004602950856066467	0.06493456116528334	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path261	7	REACTOME_ASSEMBLY_OF_THE_HIV_VIRION	0.0046422066956385444	0.06533628772818173	REACTOME_ASSEMBLY_OF_THE_HIV_VIRION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1593	28	REACTOME_GABA_RECEPTOR_ACTIVATION	0.004643540781275539	0.06533628772818173	REACTOME_GABA_RECEPTOR_ACTIVATION	M976	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_25199	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in GABA receptor activation	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_25199
path492	8	REACTOME_SHC_RELATED_EVENTS_TRIGGERED_BY_IGF1R	0.004646848600184513	0.06533628772818173	REACTOME_SHC_RELATED_EVENTS_TRIGGERED_BY_IGF1R	NA	NA	NA	NA	NA	NA	NA	NA	NA
path30	39	REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	0.004687471017669951	0.06578952523151643	REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	M4281	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_13723	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Neurotransmitter Release Cycle	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_13723
path1571	17	REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING	0.004689435721069396	0.06578952523151643	REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path324	12	REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.0047281712317623105	0.06625982307290526	REACTOME_CHOLESTEROL_BIOSYNTHESIS	M16227	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_9405	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Cholesterol biosynthesis	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_9405
path286	20	REACTOME_EGFR_DOWNREGULATION	0.004736616745135025	0.06630507340518364	REACTOME_EGFR_DOWNREGULATION	M16597	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12484	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in EGFR downregulation	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12484
path322	14	REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	0.0047424434118463876	0.06631360483363488	REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	M614	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_118798	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Pre-NOTCH Processing in Golgi	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_118798
path112	9	REACTOME_DEFENSINS	0.004773289453105252	0.06667157907798137	REACTOME_DEFENSINS	M557	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_115846	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Defensins	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_115846
path469	26	REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	0.004794527278362701	0.06689471066170655	REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1449	25	REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.004804405628388021	0.0669590358336869	REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	M546	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_115606	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in O-linked glycosylation of mucins	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_115606
path721	4	REACTOME_OPSINS	0.004815820010271863	0.06704460433564001	REACTOME_OPSINS	M6285	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_18426	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Opsins	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_18426
path935	3	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	0.004842450885166822	0.06727574550892688	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1503	14	REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS	0.004843008713107982	0.06727574550892688	REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1222	11	REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	0.004854335604559459	0.0673594739816816	REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	M975	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_25195	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Advanced glycosylation endproduct receptor signaling	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_25195
path1531	8	REACTOME_KILLING_MECHANISMS	0.004870549347304006	0.06751075655860721	REACTOME_KILLING_MECHANISMS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1561	40	REACTOME_SARS_COV_2_INFECTION	0.004950975665059799	0.06855079144110432	REACTOME_SARS_COV_2_INFECTION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path623	10	REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	0.004961060756780584	0.06860816717683067	REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	M19861	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_21387	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Energy dependent regulation of mTOR by LKB1-AMPK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_21387
path530	5	REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION	0.0049659150068893255	0.06860816717683067	REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1594	25	REACTOME_GABA_B_RECEPTOR_ACTIVATION	0.004997473281640028	0.06892166630190835	REACTOME_GABA_B_RECEPTOR_ACTIVATION	M954	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_25031	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in GABA B receptor activation	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_25031
path1331	5	REACTOME_INTESTINAL_ABSORPTION	0.00499945112520726	0.06892166630190835	REACTOME_INTESTINAL_ABSORPTION	NA	NA	NA	NA	NA	NA	NA	NA	NA
path955	17	REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4	0.005008224098183798	0.06896780676814085	REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4	NA	NA	NA	NA	NA	NA	NA	NA	NA
path124	2	REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG	0.005017021098985348	0.0690141778901659	REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG	NA	NA	NA	NA	NA	NA	NA	NA	NA
path809	9	REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.005067021024457885	0.06959801385658083	REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path241	9	REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	0.005070414573732498	0.06959801385658083	REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	M622	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12005	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Prolonged ERK activation events	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_12005
path841	5	REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS	0.005093598447565822	0.06984082053060786	REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path326	24	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.005107096507469033	0.06995044009140011	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	M5967	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_11054	EntrezGeneIds	C2	CP:REACTOME	Reactome	Reactome	Genes involved in Synthesis of bile acids and bile salts	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=REACT_11054
path576	27	REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR	0.00515501769982634	0.07053079993915076	REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1195	5	REACTOME_TRAIL_SIGNALING	0.005232355683586743	0.07151195859865397	REACTOME_TRAIL_SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA
path996	9	REACTOME_LGI_ADAM_INTERACTIONS	0.005243341712256977	0.07158513423166842	REACTOME_LGI_ADAM_INTERACTIONS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path781	2	REACTOME_RELAXIN_RECEPTORS	0.005313359439692271	0.07246322299869351	REACTOME_RELAXIN_RECEPTORS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1090	21	REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	0.005323698277807474	0.072526405315586	REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	NA	NA	NA	NA	NA	NA	NA	NA	NA
path634	10	REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1	0.005437715577550024	0.07400038416835633	REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1	NA	NA	NA	NA	NA	NA	NA	NA	NA
path188	7	REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	0.00544919218352981	0.07407725432500493	REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	NA	NA	NA	NA	NA	NA	NA	NA	NA
path1348	4	REACTOME_PHENYLALANINE_METABOLISM	0.005513057715930046	0.07486538341120967	REACTOME_PHENYLALANINE_METABOLISM	NA	NA	NA	NA	NA	NA	NA	NA	NA
