# GO,NS,enrichment,name,ratio_in_study,ratio_in_pop,p_uncorrected,depth,study_count,p_bonferroni,p_sidak,p_holm,p_fdr_bh,study_items
GO:0071704,BP,p,organic substance metabolic process,223/500,2393/4382,2.170759654222771e-06,2,223,0.02529803301031217,0.0246602299435706,0.0252437640189566,0.0009730012696273912,"47, 101, 161, 216, 240, 301, 341, 353, 468, 523, 546, 634, 740, 868, 871, 1105, 1152, 1211, 1284, 1355, 1487, 1595, 1604, 1605, 1633, 1845, 1846, 1847, 1848, 1891, 1984, 2030, 2108, 2192, 2271, 2280, 2547, 2548, 2677, 2778, 2873, 3055, 3303, 3418, 3550, 3703, 4204, 4247, 4552, 4609, 4858, 5050, 5195, 5205, 5209, 5261, 5293, 5431, 5432, 5438, 5439, 5464, 5546, 5580, 5611, 5660, 5728, 5796, 5810, 5825, 5884, 5901, 5905, 5936, 5947, 5976, 6150, 6184, 6185, 6279, 6280, 6352, 6627, 6629, 6723, 6742, 6749, 6827, 6832, 6992, 7126, 7347, 7443, 7465, 7520, 7596, 7737, 7991, 8446, 8505, 8566, 8861, 8867, 8898, 8915, 9025, 9139, 9246, 9319, 9519, 9526, 9536, 9636, 9656, 9929, 9986, 10010, 10055, 10195, 10200, 10286, 10312, 10434, 10519, 10573, 10610, 10730, 10758, 10856, 10884, 10919, 10933, 10988, 10992, 11046, 11052, 11073, 11221, 11226, 11282, 23169, 23173, 23396, 23417, 23450, 23524, 23555, 23560, 23636, 23683, 23760, 23774, 25842, 25896, 26020, 26063, 26151, 26190, 26229, 26284, 26589, 27235, 27430, 28996, 29088, 29093, 29108, 29110, 29761, 29880, 29929, 51069, 51073, 51230, 51294, 51347, 51514, 51547, 51574, 51582, 51642, 51728, 54148, 54517, 54663, 54677, 54948, 55035, 55052, 55159, 55168, 55201, 55209, 55234, 55344, 55568, 55577, 55624, 55718, 55729, 55733, 55741, 56647, 56913, 56950, 63875, 64062, 64422, 64746, 64976, 65005, 65123, 79005, 79053, 79590, 79706, 79718, 79731, 79796, 79947, 80142, 81790, 84759"
GO:1901361,BP,p,organic cyclic compound catabolic process,4/500,184/4382,4.303510484098983e-06,4,4,0.05015311118168954,0.04888867263402564,0.05003691639861887,0.0017677259600855661,"3303, 5976, 6832, 23417"
GO:0008152,BP,p,metabolic process,244/500,2561/4382,4.398837552984504e-06,1,244,0.051264052842481415,0.04997160571415295,0.051140885390997835,0.0017677259600855661,"47, 101, 161, 216, 240, 301, 341, 353, 468, 476, 523, 546, 634, 740, 868, 871, 1105, 1152, 1211, 1284, 1337, 1340, 1345, 1346, 1347, 1349, 1350, 1355, 1487, 1595, 1604, 1605, 1633, 1845, 1846, 1847, 1848, 1891, 1968, 1984, 2030, 2108, 2192, 2271, 2280, 2547, 2548, 2677, 2778, 2873, 3055, 3303, 3418, 3550, 3703, 4204, 4247, 4552, 4609, 4697, 4858, 5050, 5195, 5205, 5209, 5261, 5293, 5431, 5432, 5438, 5439, 5464, 5546, 5580, 5611, 5660, 5728, 5796, 5810, 5825, 5884, 5901, 5905, 5936, 5947, 5976, 6150, 6184, 6185, 6279, 6280, 6352, 6391, 6392, 6627, 6629, 6723, 6742, 6749, 6827, 6832, 6834, 6992, 7126, 7347, 7386, 7443, 7465, 7520, 7596, 7737, 7991, 8446, 8505, 8566, 8655, 8861, 8867, 8898, 8915, 9016, 9025, 9139, 9167, 9246, 9319, 9377, 9519, 9526, 9536, 9636, 9656, 9915, 9929, 9986, 10010, 10055, 10195, 10200, 10286, 10312, 10434, 10519, 10573, 10610, 10730, 10758, 10856, 10884, 10919, 10933, 10988, 10992, 11046, 11052, 11073, 11221, 11226, 11282, 23169, 23173, 23396, 23417, 23450, 23524, 23555, 23560, 23636, 23647, 23683, 23760, 23774, 25842, 25896, 26020, 26063, 26151, 26190, 26229, 26284, 26589, 27235, 27430, 28996, 29088, 29093, 29108, 29110, 29761, 29880, 29929, 51069, 51073, 51230, 51294, 51347, 51514, 51547, 51574, 51582, 51642, 51728, 54148, 54517, 54663, 54677, 54948, 55035, 55052, 55159, 55168, 55201, 55209, 55234, 55344, 55568, 55577, 55624, 55718, 55729, 55733, 55741, 56647, 56913, 56950, 63875, 64062, 64422, 64746, 64976, 65005, 65123, 79005, 79053, 79590, 79706, 79718, 79731, 79796, 79947, 80142, 81790, 84759, 374291"
GO:0051649,BP,p,establishment of localization in cell,68/500,920/4382,8.58898812183072e-06,3,68,0.1000960675718152,0.0975724888081994,0.09982980894003846,0.003128002111619225,"47, 87, 101, 161, 240, 353, 374, 476, 493, 634, 868, 1211, 1604, 1639, 1891, 1984, 2030, 2547, 2548, 2669, 2896, 3055, 3303, 3308, 5195, 5293, 5580, 5611, 5660, 5825, 5901, 5976, 6279, 6280, 6363, 6811, 7114, 7133, 7520, 7531, 8566, 8655, 8867, 10252, 10312, 10525, 10916, 10971, 11130, 23095, 23122, 23256, 23396, 23406, 23417, 23633, 23636, 23647, 26063, 27342, 29103, 29108, 51203, 54677, 55201, 56288, 64422, 80142"
GO:0019439,BP,p,aromatic compound catabolic process,4/500,178/4382,9.505221994581798e-06,4,4,0.11077385712485628,0.1079810745492218,0.11046018479903508,0.0032580546213193022,"3303, 5976, 6832, 23417"
GO:0044270,BP,p,cellular nitrogen compound catabolic process,4/500,173/4382,1.3349817766578968e-05,4,4,0.1555787762517113,0.15165639143338194,0.15511153262988106,0.004279272218934341,"3303, 5976, 6832, 23417"
GO:1901565,BP,p,organonitrogen compound catabolic process,13/500,297/4382,1.7467208596190736e-05,4,13,0.20356284898000684,0.1984307104733816,0.2029165622619478,0.005356917078421232,"161, 634, 1211, 4552, 7126, 7347, 10312, 10434, 10730, 23417, 55577, 55741, 79718"
GO:0046700,BP,p,heterocycle catabolic process,4/500,171/4382,2.0325540737383248e-05,4,4,0.2368738517534644,0.23090189065207506,0.2361014812054438,0.0060736885064990856,"3303, 5976, 6832, 23417"
GO:0048584,BP,p,positive regulation of response to stimulus,53/500,748/4382,2.1782239655491252e-05,4,53,0.2538502209450951,0.2474502589660033,0.2530007135985309,0.006346255523627378,"101, 301, 374, 537, 868, 1028, 1604, 1847, 1848, 2280, 2547, 2896, 3055, 3075, 3265, 3303, 3383, 3385, 3430, 3554, 4609, 5293, 5364, 5580, 5728, 6275, 6279, 6280, 6352, 6363, 7114, 7520, 8322, 8434, 8915, 9025, 9026, 9693, 10488, 10519, 10758, 22926, 23286, 23636, 25805, 27032, 28996, 29108, 29110, 51347, 79718, 79726, 85458"
GO:0002376,BP,p,immune system process,58/500,796/4382,2.654985954227736e-05,1,58,0.30941206310570035,0.30161129999280495,0.3083500687240093,0.0075466356855048876,"47, 101, 161, 240, 301, 353, 634, 868, 1048, 1211, 1525, 1604, 1639, 1958, 2280, 2547, 2548, 2669, 2896, 3055, 3075, 3265, 3303, 3383, 3385, 3430, 3554, 4478, 5293, 5580, 5611, 5660, 6279, 6280, 6352, 6363, 6558, 6772, 7126, 7133, 7520, 8566, 8655, 8915, 9025, 9636, 10312, 10758, 23396, 23406, 23650, 29108, 29110, 51728, 55718, 57823, 64218, 80142"
GO:0034655,BP,p,nucleobase-containing compound catabolic process,4/500,164/4382,2.8044981984218523e-05,5,4,0.3268362200440827,0.31859616662248397,0.3256863757827297,0.007772655932586294,"3303, 5976, 6832, 23417"
GO:0051641,BP,p,cellular localization,62/500,838/4382,2.8678926128471827e-05,2,62,0.33422420510121065,0.3257978889956888,0.33301969020381483,0.007772655932586294,"161, 374, 537, 546, 868, 999, 1211, 1604, 1639, 1891, 1984, 2258, 2669, 3308, 3550, 3911, 5116, 5195, 5293, 5796, 5825, 5901, 5976, 6281, 6811, 7520, 7531, 8655, 8867, 9693, 9857, 10252, 10312, 10525, 10634, 10856, 10971, 11133, 11215, 22919, 23095, 23122, 23136, 23177, 23256, 23417, 23555, 23633, 23636, 23647, 26063, 27342, 29103, 51203, 51735, 54677, 55035, 55201, 56288, 64422, 79003, 80254"
GO:0010498,BP,p,proteasomal protein catabolic process,3/500,148/4382,3.174527622706e-05,7,3,0.3699594491501572,0.36063219152732906,0.3685944022723937,0.008408169298867209,"7126, 55741, 79718"
GO:0048522,BP,p,positive regulation of cellular process,161/500,1780/4382,4.660655219486299e-05,4,161,0.5431527592789333,0.5294590268280334,0.5411020709823593,0.011687166247822593,"47, 87, 101, 240, 301, 341, 374, 468, 493, 537, 546, 634, 868, 999, 1028, 1487, 1604, 1605, 1639, 1845, 1847, 1848, 1875, 1944, 1958, 1968, 1984, 2010, 2124, 2192, 2258, 2280, 2547, 2778, 2810, 2896, 3055, 3265, 3303, 3336, 3383, 3430, 3554, 3726, 3918, 4054, 4097, 4204, 4478, 4609, 4665, 4763, 4801, 4802, 4863, 5116, 5209, 5261, 5293, 5361, 5364, 5510, 5580, 5611, 5728, 5901, 5936, 5976, 5977, 5997, 6251, 6275, 6279, 6280, 6281, 6352, 6363, 6405, 6558, 6742, 6772, 6827, 6832, 7020, 7114, 7126, 7133, 7392, 7520, 7531, 8322, 8434, 8655, 8861, 8867, 8898, 8915, 9025, 9026, 9052, 9139, 9536, 9636, 9693, 9873, 9915, 9988, 10010, 10055, 10154, 10312, 10395, 10418, 10488, 10519, 10758, 10856, 10971, 11052, 11146, 11221, 22919, 22926, 22974, 23122, 23129, 23286, 23417, 23633, 23636, 23654, 23774, 25805, 25842, 26137, 26229, 26586, 27032, 28996, 29108, 29110, 29946, 51203, 51347, 51514, 51547, 51574, 51582, 55729, 55741, 56288, 57680, 60491, 60682, 64218, 79006, 79718, 79726, 80142, 85458, 90993"
GO:0043161,BP,p,proteasome-mediated ubiquitin-dependent protein catabolic process,3/500,145/4382,4.698401738389671e-05,9,3,0.5475517385919322,0.5337471009771714,0.5454374578096568,0.011687166247822593,"7126, 55741, 79718"
GO:0006508,BP,p,proteolysis,24/500,418/4382,4.7562481792423905e-05,5,24,0.5542931628089083,0.5403185633224858,0.5521052886464568,0.011687166247822593,"101, 1605, 2873, 4609, 5611, 5728, 6992, 7126, 7347, 9025, 9246, 9636, 9929, 9986, 10010, 10730, 10988, 23173, 26190, 29108, 29761, 51514, 55741, 79718"
GO:0044237,BP,p,cellular metabolic process,231/500,2400/4382,4.829602143294621e-05,2,231,0.5628418337795551,0.5486517088979598,0.5605719207722066,0.011687166247822593,"47, 161, 216, 240, 301, 341, 353, 468, 476, 523, 546, 634, 740, 868, 1152, 1211, 1284, 1337, 1340, 1345, 1346, 1347, 1349, 1350, 1355, 1487, 1633, 1845, 1846, 1847, 1848, 1891, 1968, 1984, 2030, 2108, 2271, 2280, 2547, 2548, 2677, 2778, 2873, 3055, 3303, 3418, 3550, 3703, 4204, 4247, 4552, 4609, 4697, 4858, 5195, 5205, 5209, 5261, 5293, 5431, 5432, 5438, 5439, 5464, 5546, 5580, 5611, 5660, 5728, 5796, 5810, 5825, 5884, 5901, 5905, 5936, 5947, 5976, 6150, 6184, 6185, 6279, 6280, 6352, 6391, 6392, 6627, 6629, 6723, 6742, 6749, 6827, 6832, 6834, 6992, 7126, 7347, 7386, 7443, 7465, 7520, 7596, 7737, 7991, 8446, 8505, 8566, 8655, 8861, 8867, 8898, 8915, 9016, 9025, 9139, 9167, 9246, 9319, 9377, 9519, 9526, 9536, 9636, 9656, 9915, 9929, 9986, 10010, 10055, 10195, 10200, 10286, 10312, 10434, 10519, 10573, 10610, 10730, 10758, 10856, 10884, 10919, 10933, 10988, 10992, 11046, 11052, 11073, 11221, 11226, 11282, 23169, 23173, 23396, 23417, 23450, 23524, 23555, 23560, 23636, 23647, 23683, 23774, 25842, 25896, 26063, 26151, 26190, 26229, 26284, 26589, 27235, 27430, 28996, 29088, 29093, 29110, 29761, 29880, 29929, 51069, 51073, 51230, 51294, 51347, 51514, 51547, 51574, 51582, 51642, 51728, 54148, 54517, 54663, 54677, 54948, 55035, 55052, 55159, 55168, 55201, 55209, 55234, 55568, 55577, 55624, 55718, 55729, 55733, 55741, 56647, 56913, 56950, 63875, 64062, 64422, 64976, 65005, 65123, 79005, 79053, 79590, 79706, 79718, 79731, 79796, 79947, 80142, 81790, 84759, 374291"
GO:0048518,BP,p,positive regulation of biological process,178/500,1923/4382,6.924727332838638e-05,3,178,0.8070077233690149,0.7866617936819487,0.8035453597025956,0.01582368085037284,"47, 87, 101, 240, 301, 341, 360, 374, 468, 476, 493, 537, 546, 634, 868, 999, 1028, 1487, 1604, 1605, 1639, 1845, 1847, 1848, 1875, 1944, 1958, 1968, 1984, 2010, 2124, 2192, 2258, 2271, 2280, 2547, 2778, 2810, 2896, 3055, 3075, 3265, 3303, 3336, 3383, 3385, 3430, 3554, 3726, 3918, 4043, 4054, 4097, 4204, 4478, 4609, 4665, 4763, 4801, 4802, 4863, 5116, 5209, 5261, 5293, 5361, 5364, 5431, 5432, 5438, 5439, 5510, 5580, 5611, 5728, 5901, 5936, 5976, 5977, 5997, 6251, 6271, 6275, 6279, 6280, 6281, 6352, 6363, 6405, 6558, 6742, 6772, 6811, 6827, 6832, 7020, 7114, 7126, 7133, 7392, 7520, 7531, 8322, 8434, 8655, 8861, 8867, 8898, 8915, 9025, 9026, 9052, 9139, 9536, 9636, 9693, 9873, 9915, 9988, 10010, 10048, 10055, 10154, 10252, 10312, 10395, 10418, 10488, 10519, 10758, 10856, 10971, 11052, 11146, 11221, 22919, 22926, 22974, 23095, 23122, 23129, 23286, 23417, 23633, 23636, 23654, 23774, 25805, 25842, 26137, 26229, 26586, 27032, 28996, 29108, 29110, 29946, 51203, 51347, 51514, 51547, 51574, 51582, 51728, 55718, 55729, 55741, 56288, 57680, 60491, 60682, 64218, 79006, 79718, 79726, 80142, 85458, 90993"
GO:0006810,BP,p,transport,118/500,1368/4382,7.643400497428695e-05,3,118,0.8907618939703401,0.8683043903581333,0.8868637597166515,0.01713003642250654,"47, 87, 101, 161, 240, 301, 341, 353, 360, 374, 476, 493, 523, 537, 634, 868, 1211, 1317, 1337, 1340, 1345, 1346, 1347, 1349, 1350, 1355, 1525, 1604, 1639, 1891, 1968, 1984, 2030, 2258, 2280, 2547, 2548, 2896, 3055, 3265, 3303, 3308, 3382, 3385, 3775, 3927, 4043, 4609, 4697, 5195, 5205, 5250, 5293, 5580, 5611, 5660, 5825, 5901, 5976, 6279, 6280, 6352, 6363, 6558, 6811, 6834, 7114, 7133, 7417, 7520, 7531, 7991, 8322, 8566, 8655, 8867, 9016, 9026, 9167, 9197, 9296, 9377, 9873, 10312, 10525, 10723, 10730, 10916, 10971, 11046, 11230, 23095, 23169, 23256, 23396, 23406, 23417, 23633, 23636, 23647, 23760, 26020, 26063, 26130, 27032, 27342, 29103, 29108, 54677, 55201, 56288, 57130, 64422, 79714, 80142, 81539, 90993, 374291"
GO:0033036,BP,p,macromolecule localization,55/500,747/4382,8.443188138205556e-05,2,55,0.9839691456264756,0.959161741098075,0.9795786877946088,0.01856545557785803,"161, 301, 523, 537, 546, 868, 999, 1211, 1891, 1984, 2258, 3308, 3550, 3911, 4204, 5195, 5205, 5796, 5901, 6281, 6811, 7520, 7531, 8655, 9296, 9693, 9857, 9873, 10312, 10634, 10856, 10971, 11133, 11215, 11230, 22919, 23095, 23122, 23136, 23177, 23256, 23417, 23555, 23633, 23636, 23647, 26063, 27342, 29103, 51735, 54677, 55035, 56288, 64422, 79003"
GO:0000956,BP,p,nuclear-transcribed mRNA catabolic process,1/500,103/4382,0.00010499393462177143,9,1,1.0,1.0,1.0,0.021466654633019718,5976
GO:0019538,BP,p,protein metabolic process,106/500,1244/4382,0.00011695959245849631,4,106,1.0,1.0,1.0,0.0230929707283169,"101, 161, 301, 341, 634, 868, 871, 1211, 1487, 1605, 1845, 1846, 1847, 1848, 2192, 2280, 2677, 2873, 3055, 3703, 4204, 4247, 4609, 5195, 5261, 5293, 5580, 5611, 5728, 5796, 5905, 6150, 6184, 6185, 6279, 6280, 6352, 6992, 7126, 7347, 7443, 7465, 7737, 7991, 8446, 8861, 8898, 8915, 9025, 9246, 9636, 9929, 9986, 10010, 10055, 10195, 10312, 10434, 10573, 10610, 10730, 10758, 10856, 10919, 10933, 10988, 11221, 11226, 11282, 23173, 23555, 23636, 23683, 23774, 26151, 26190, 26229, 28996, 29108, 29110, 29761, 29880, 29929, 51069, 51230, 51347, 51514, 51547, 54948, 55159, 55168, 55209, 55568, 55624, 55733, 55741, 56913, 56950, 64422, 65005, 79053, 79590, 79718, 79796, 81790, 84759"
GO:0008104,BP,p,protein localization,55/500,738/4382,0.00013296099419863396,3,55,1.0,1.0,1.0,0.02540208895722754,"161, 301, 523, 537, 546, 868, 999, 1211, 1891, 1984, 2258, 3308, 3550, 3911, 4204, 5195, 5205, 5796, 5901, 6281, 6811, 7520, 7531, 8655, 9296, 9693, 9857, 9873, 10312, 10634, 10856, 10971, 11133, 11215, 11230, 22919, 23095, 23122, 23136, 23177, 23256, 23417, 23555, 23633, 23636, 23647, 26063, 27342, 29103, 51735, 54677, 55035, 56288, 64422, 79003"
GO:0006886,BP,p,intracellular protein transport,22/500,382/4382,0.0001351994248462057,9,22,1.0,1.0,1.0,0.025413130599317442,"161, 868, 1211, 1891, 1984, 3308, 5195, 5901, 6811, 8655, 10971, 23256, 23417, 23633, 23636, 23647, 26063, 27342, 29103, 54677, 56288, 64422"
GO:0051234,BP,p,establishment of localization,124/500,1408/4382,0.00016288196390990304,2,124,1.0,1.0,1.0,0.029659787615718906,"47, 87, 101, 161, 240, 301, 341, 353, 360, 374, 476, 493, 523, 537, 634, 868, 1211, 1317, 1337, 1340, 1345, 1346, 1347, 1349, 1350, 1355, 1525, 1604, 1639, 1891, 1968, 1984, 2030, 2258, 2280, 2547, 2548, 2669, 2896, 3055, 3265, 3303, 3308, 3382, 3385, 3775, 3927, 4043, 4609, 4697, 5195, 5205, 5250, 5293, 5580, 5611, 5660, 5825, 5901, 5976, 6279, 6280, 6352, 6363, 6558, 6811, 6834, 7114, 7133, 7417, 7520, 7531, 7991, 8322, 8566, 8655, 8867, 9016, 9026, 9167, 9197, 9296, 9377, 9873, 10252, 10312, 10525, 10723, 10730, 10856, 10916, 10971, 11046, 11130, 11230, 23095, 23122, 23169, 23256, 23396, 23406, 23417, 23633, 23636, 23647, 23760, 26020, 26063, 26130, 27032, 27342, 29103, 29108, 51203, 54677, 55201, 56288, 57130, 64422, 79714, 80142, 81539, 90993, 374291"
GO:0006511,BP,p,ubiquitin-dependent protein catabolic process,9/500,215/4382,0.0002412344322931005,8,9,1.0,1.0,1.0,0.04259615263551201,"6992, 7126, 7347, 9025, 9246, 29761, 51514, 55741, 79718"
GO:0070972,BP,p,protein localization to endoplasmic reticulum,0/500,73/4382,0.00025640165011417507,6,0,1.0,1.0,1.0,0.044598579558665634,
GO:0016192,BP,p,vesicle-mediated transport,49/500,659/4382,0.0003212592162448513,4,49,1.0,1.0,1.0,0.05273175924109151,"47, 87, 101, 161, 240, 301, 353, 374, 634, 1211, 1604, 1639, 2547, 2548, 2896, 3055, 3265, 3303, 3385, 4043, 5293, 5580, 5611, 5660, 6279, 6280, 6352, 6811, 7114, 7133, 7520, 8566, 8655, 8867, 9026, 9873, 10312, 10525, 10916, 23095, 23256, 23396, 23406, 23760, 26020, 26130, 27342, 29108, 80142"
GO:0008150,BP,p,biological_process,471/500,4250/4382,0.00040449681065261834,0,471,1.0,1.0,1.0,0.06212270198908348,"47, 87, 101, 161, 216, 240, 301, 341, 353, 360, 374, 468, 476, 493, 523, 537, 546, 634, 740, 819, 868, 871, 999, 1028, 1031, 1048, 1105, 1108, 1123, 1152, 1211, 1284, 1291, 1292, 1293, 1317, 1337, 1340, 1345, 1346, 1347, 1349, 1350, 1355, 1487, 1525, 1595, 1604, 1605, 1633, 1639, 1805, 1845, 1846, 1847, 1848, 1875, 1891, 1944, 1945, 1958, 1968, 1984, 2006, 2010, 2029, 2030, 2108, 2124, 2192, 2258, 2271, 2280, 2547, 2548, 2619, 2669, 2677, 2778, 2791, 2810, 2873, 2896, 3055, 3075, 3097, 3265, 3303, 3308, 3336, 3382, 3383, 3385, 3418, 3430, 3550, 3554, 3703, 3726, 3775, 3910, 3911, 3918, 3927, 4043, 4046, 4054, 4061, 4097, 4204, 4247, 4478, 4502, 4552, 4609, 4664, 4665, 4697, 4763, 4801, 4802, 4814, 4858, 4863, 5050, 5116, 5195, 5201, 5204, 5205, 5209, 5250, 5261, 5293, 5361, 5364, 5431, 5432, 5438, 5439, 5464, 5510, 5546, 5580, 5611, 5660, 5728, 5796, 5810, 5825, 5884, 5901, 5905, 5918, 5936, 5947, 5976, 5977, 5997, 6150, 6184, 6185, 6251, 6271, 6275, 6279, 6280, 6281, 6352, 6363, 6388, 6391, 6392, 6405, 6558, 6627, 6629, 6723, 6742, 6749, 6772, 6811, 6827, 6832, 6834, 6902, 6990, 6992, 7020, 7114, 7126, 7133, 7266, 7347, 7386, 7392, 7417, 7443, 7465, 7520, 7531, 7553, 7561, 7570, 7580, 7584, 7596, 7637, 7705, 7737, 7738, 7743, 7748, 7756, 7775, 7776, 7982, 7988, 7991, 8322, 8434, 8446, 8490, 8505, 8566, 8655, 8861, 8867, 8898, 8915, 9016, 9025, 9026, 9052, 9139, 9167, 9197, 9246, 9278, 9296, 9319, 9377, 9425, 9519, 9526, 9536, 9636, 9656, 9668, 9693, 9841, 9857, 9873, 9915, 9929, 9986, 9988, 10010, 10048, 10055, 10154, 10160, 10195, 10200, 10224, 10234, 10252, 10286, 10312, 10395, 10418, 10434, 10488, 10519, 10525, 10573, 10579, 10598, 10610, 10634, 10668, 10723, 10730, 10735, 10742, 10758, 10856, 10884, 10916, 10919, 10933, 10951, 10963, 10971, 10988, 10992, 11007, 11046, 11052, 11054, 11073, 11130, 11133, 11142, 11146, 11215, 11221, 11226, 11230, 11282, 22834, 22903, 22919, 22926, 22974, 23095, 23122, 23129, 23136, 23169, 23173, 23177, 23256, 23269, 23286, 23348, 23396, 23406, 23417, 23450, 23524, 23555, 23560, 23633, 23636, 23641, 23647, 23650, 23654, 23683, 23760, 23774, 25805, 25842, 25896, 26020, 26025, 26063, 26130, 26137, 26151, 26190, 26229, 26284, 26586, 26589, 27032, 27235, 27342, 27430, 28986, 28996, 29088, 29093, 29103, 29108, 29110, 29761, 29880, 29901, 29929, 29946, 30851, 51069, 51073, 51203, 51230, 51294, 51347, 51351, 51450, 51514, 51547, 51574, 51582, 51642, 51728, 51735, 54148, 54517, 54663, 54677, 54811, 54948, 55035, 55052, 55159, 55168, 55188, 55201, 55209, 55234, 55344, 55422, 55568, 55577, 55624, 55718, 55729, 55733, 55741, 55769, 55771, 55892, 55900, 56288, 56647, 56731, 56913, 56925, 56950, 56987, 57130, 57326, 57447, 57680, 57823, 60491, 60682, 63875, 63898, 64062, 64218, 64422, 64746, 64976, 65005, 65123, 79003, 79004, 79005, 79006, 79026, 79053, 79177, 79188, 79590, 79706, 79714, 79718, 79726, 79731, 79796, 79797, 79818, 79894, 79947, 80142, 80205, 80254, 81539, 81790, 84124, 84759, 84914, 85458, 90338, 90627, 90993, 140467, 374291"
GO:0043632,BP,p,modification-dependent macromolecule catabolic process,10/500,221/4382,0.00044652171776928966,6,10,1.0,1.0,1.0,0.06758135193354936,"6992, 7126, 7347, 9025, 9246, 9636, 29761, 51514, 55741, 79718"
GO:0050896,BP,p,response to stimulus,147/500,1595/4382,0.0005375277249663397,1,147,1.0,1.0,1.0,0.07929554565516105,"101, 240, 301, 353, 360, 468, 476, 493, 523, 537, 546, 634, 819, 868, 871, 999, 1284, 1291, 1292, 1317, 1604, 1605, 1639, 1845, 1848, 1958, 2010, 2029, 2030, 2192, 2271, 2547, 2619, 2669, 2778, 2810, 2873, 3055, 3075, 3265, 3303, 3308, 3336, 3383, 3554, 3726, 3775, 4046, 4204, 4478, 4502, 4609, 4763, 5293, 5431, 5432, 5438, 5439, 5580, 5611, 5728, 5796, 5810, 5825, 5884, 5905, 5936, 5976, 5997, 6185, 6279, 6280, 6281, 6352, 6363, 6558, 6723, 6749, 6772, 6992, 7020, 7126, 7133, 7392, 7520, 7531, 7584, 7737, 7776, 8322, 8505, 8915, 9025, 9246, 9319, 9536, 9636, 9656, 9693, 9915, 10010, 10312, 10488, 10519, 10525, 10634, 10758, 10856, 10919, 10933, 10951, 10963, 11073, 11133, 11221, 22926, 23095, 23256, 23406, 23417, 23633, 23641, 23650, 23774, 25842, 25896, 26137, 28996, 29088, 29103, 29108, 29110, 51347, 51514, 51547, 51728, 55159, 55718, 55741, 55892, 56647, 56925, 57823, 65123, 79726, 80254, 90993"
GO:0006793,BP,p,phosphorus metabolic process,45/500,609/4382,0.0005689613307591265,3,45,1.0,1.0,1.0,0.08288344185833575,"47, 216, 353, 476, 523, 1152, 1346, 1347, 1487, 1633, 1845, 1846, 1847, 1848, 3055, 3418, 4204, 5209, 5261, 5293, 5464, 5580, 5728, 5796, 5901, 6352, 6834, 7443, 7465, 8446, 8566, 8867, 8898, 9519, 11221, 23169, 23396, 23417, 23683, 28996, 29110, 51347, 54677, 55577, 79947"
GO:0045047,BP,p,protein targeting to ER,0/500,66/4382,0.0006002555140510366,11,0,1.0,1.0,1.0,0.08428165976808169,
GO:0019941,BP,p,modification-dependent protein catabolic process,10/500,218/4382,0.0006164599652696798,7,10,1.0,1.0,1.0,0.0855264813720577,"6992, 7126, 7347, 9025, 9246, 9636, 29761, 51514, 55741, 79718"
GO:0072599,BP,p,establishment of protein localization to endoplasmic reticulum,0/500,67/4382,0.0006278474100523963,7,0,1.0,1.0,1.0,0.08608157313824265,
GO:0006401,BP,p,RNA catabolic process,3/500,120/4382,0.0006462600993991088,7,3,1.0,1.0,1.0,0.0867214205391099,"3303, 5976, 6832"
GO:0006796,BP,p,phosphate-containing compound metabolic process,44/500,596/4382,0.0006548382535989078,4,44,1.0,1.0,1.0,0.0867214205391099,"47, 216, 353, 476, 523, 1152, 1346, 1347, 1487, 1633, 1845, 1846, 1847, 1848, 3055, 3418, 4204, 5209, 5261, 5293, 5464, 5580, 5728, 5796, 5901, 6352, 6834, 7443, 7465, 8446, 8566, 8867, 8898, 9519, 11221, 23396, 23417, 23683, 28996, 29110, 51347, 54677, 55577, 79947"
GO:0051603,BP,p,proteolysis involved in cellular protein catabolic process,12/500,240/4382,0.0007450770181695349,6,12,1.0,1.0,1.0,0.09405326191218803,"5611, 6992, 7126, 7347, 9025, 9246, 9636, 10730, 29761, 51514, 55741, 79718"
GO:0009719,BP,p,response to endogenous stimulus,24/500,376/4382,0.0008836637622470613,2,24,1.0,1.0,1.0,0.10632290369817717,"301, 353, 468, 476, 493, 634, 999, 1284, 1291, 1605, 1845, 1958, 3383, 5580, 5728, 5905, 6352, 6363, 6772, 9693, 10519, 10634, 23095, 23641"
GO:0030522,BP,p,intracellular receptor signaling pathway,0/500,61/4382,0.000900088925382433,5,0,1.0,1.0,1.0,0.10632290369817717,
GO:0002474,BP,p,antigen processing and presentation of peptide antigen via MHC class I,0/500,62/4382,0.0009067638555368377,4,0,1.0,1.0,1.0,0.10632290369817717,
GO:0006613,BP,p,cotranslational protein targeting to membrane,0/500,64/4382,0.0009888960364665877,12,0,1.0,1.0,1.0,0.11298621969589814,
GO:0090150,BP,p,establishment of protein localization to membrane,4/500,128/4382,0.0010423067710394287,6,4,1.0,1.0,1.0,0.11793245737566507,"3308, 27342, 56288, 64422"
